"﻿ROLL_NUMBER","RSN","PID","LAT_LONG","PROPERTY_ADDRESS","PROPERTY_POSTAL_CODE","GEOCODE_ADDRESS","YEAR_BUILT","TYPE","PRIMARY_USE","DESCRIPTION","APPROX_BUILDING_AREA","HVAC","FLOORS","PROPERTY_BUILDINGS","NOTES","ORDER","EUI","ENERGY_STAR_SCORE","GREENHOUSE_GAS_EMISSIONS"
"R085219017","45206","11435003","[46.179648,-120.103396]","4631 SHELL RD  ","V6X 3M4","4631 SHELL RD @","1988","Commercial","Commercial Strata-Lot","Strata Warehouse","56,061","Space Heater","2","1","N/A","478",54,128,40
"R064211101","56200","17811007","[46.1604732699028,-120.136113869836]","7288 NO 3 RD  ","V6Y 3Y1","7288 NO 3 RD","1992","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","57,445","FLR FURNACE","3","1","N/A","558",109,54,96
"R051514001","54308","17139163","[46.125509,-120.101814]","12191 HAMMERSMITH WAY  ","V7A 5H2","12191 HAMMERSMITH WAY @","1991","Commercial","Commercial Strata-Lot","Strata Warehouse","56,026","Space Heater","2","1","N/A","564",80,82,63
"R033881000","1466","5926106","[46.192677,-120.07512]","13500 VERDUN PL  ","V6V 1V2","13500 VERDUN PL @","1973","Commercial","Storage & Warehousing","Warehouse, Storage","56,000","Package Unit","1","1","N/A","383",88,25,102
"R064976001","41714","6391303","[46.1576810504075,-120.139179729301]","7580 MINORU BLVD  ","V6Y 1Z5","7580 MINORU BLVD @","1986","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","56,916","ELEC BBD-ZND","3","2","R67","561",37,69,60
"R044646000","86109","24758418","[46.132004,-120.09777]","11388 STEVESTON HWY  ","V7A 5J5","11388 STEVESTON HWY @","2000","Commercial","Shopping Centre (Neighbourhood)","Neighbourhood Shopping Centre","55,778","N/A","1","1","Ironwood","580",87,104,89
"R064974001","39991","3377750","[46.158083,-120.139479]","7500 MINORU BLVD  ","V6Y 3J6","7500 MINORU BLVD @","1985","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","56,697","ELEC BBD-ZND","3","1","N/A","563",24,64,48
"R051516007","2217","1306359","[46.123588,-120.101259]","12251 HORSESHOE WAY  ","V7A 4V4","12251 HORSESHOE WAY @","1995","Commercial","Office Building (Primary Use)","Office","55,721","Package Unit","3","1","N/A","566",77,64,120
"R080157001","59866","18455034","[46.193271,-120.099923]","2851 SIMPSON RD  ","V6X 2R2","2851 SIMPSON RD @","1976","Commercial","Commercial Strata-Lot","Strata Warehouse","55,646","Space Heater","2","1","N/A","639",91,61,94
"R033876000","1460","4144261","[46.192652,-120.079765]","2771 VISCOUNT WAY  ","V6V 2X4","2771 VISCOUNT WAY @","1972","Commercial","Storage & Warehousing","Industrial Light Manufacturing","55,605","Package Unit","1","1","N/A","361",63,30,97
"R005502012","60129","18585493","[46.166158,-119.982274]","6600 FRASERWOOD PL  ","V6W 1J3","6600 FRASERWOOD PL @","2006","Commercial","Storage & Warehousing","Warehouse, Storage","55,586","Package Unit","2","1","N/A","503",101,60,40
"R039694000","1590","3733441","[46.187008,-120.072213]","3600 VIKING WAY  ","V6V 1N6","3600 VIKING WAY @","1972","Commercial","Storage & Warehousing","Warehouse, Distribution","55,346","Package Unit","2","1","N/A","333",56,83,77
"R066815001","9715","9105000","[46.154045,-120.144298]","7520 SUNNYMEDE CRES  ","V6Y 2V8","7520 SUNNYMEDE CR @","N/A","Institutional","Schools & Universities, College Or Technical Schools","Elementary School","50,366","N/A","1","1","Ferris Elementary","569",53,51,25
"R059814065","35627","2300028","[46.163041,-120.133053]","8231 GRANVILLE AVE  ","V6Y 3A4","8231 GRANVILLE AVE @","1979","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","55,293","FLR FURNACE","3","2","R61","570",30,76,89
"R059814001","99082","2299291","[46.163253,-120.131931]","6931 COONEY RD  ","V6Y 2J9","6931 COONEY RD @","1979","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","55,272","FLR FURNACE","3","2","R61","571",37,101,80
"R080786006","56484","17875315","[46.188636067745,-120.092276955866]","11771 DANIELS RD  ","V6X 1M7","11771 DANIELS RD @","1992","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","55,213","ELEC BBOARD","3","1","N/A","572",91,107,101
"R057604001","82322","24113301","[46.170373,-120.145062]","7311 WESTMINSTER HWY  ","V6X 1A3","7311 WESTMINSTER HWY @","1998","Commercial","Hotel","Hotel - Full Service","55,100","Package Unit","6","2","C17 - Executive Hotel","365",38,38,71
"R059995020","35338","1749676","[46.163221,-120.126798]","8740 CITATION DR  ","V6Y 3A3","8740 CITATION DR @","1979","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","55,076","HW GAS","3","2","R62","574",72,54,83
"R059995091","101554","1750615","[46.163705,-120.126192]","8870 CITATION DR  ","V6Y 3A3","8870 CITATION DR @","1979","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","51,776","HW GAS","3","2","R62","575",40,70,44
"R066987013","35482","1265202","[46.15498,-120.135692]","8040 BLUNDELL RD  ","V6Y 1J8","8040 BLUNDELL RD @","1975","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","54,903","ELEC BBOARD","3","1","N/A","576",41,78,121
"R084052000","20557","4031822","[46.1796500066634,-120.125395183914]","4591 GARDEN CITY RD  ","V6X 2K4","4591 GARDEN CITY RD","2004","Commercial","Store(S) And Service Commercial","Retail Store","54,958","Package Unit","2","1","N/A","521",37,100,56
"R059681000","4627","1401017","[46.1681500929744,-120.132869342157]","6340 BUSWELL ST  ","V6Y 2E9","6340 BUSWELL ST @","1970","Residential","Multi-Family (Apartment Block)","Apartment - Owner Pays Heat","54,565","Hot Water","3","1","N/A","578",44,83,40
"R059679000","4575","24387690","[46.167309023493,-120.132872450188]","6420 BUSWELL ST  ","V6Y 2G3","6420 BUSWELL ST @","1970","Residential","Multi-Family (Apartment Block)","Apartment - Owner Pays Heat","54,565","Hot Water","3","1","N/A","579",52,56,43
"R005103001","64768","23196726","[46.168796,-119.993176]","20800 WESTMINSTER HWY  ","V6V 2W3","20800 WESTMINSTER HWY @","1995","Commercial","Commercial Strata-Lot","Strata Warehouse","54,848","Space Heater","3","1","N/A","584",39,27,38
"R033160097","131457","514977","[46.201432,-120.059196]","1751 SAVAGE RD  ","V6V 1R1","1751 SAVAGE RD @","2007","Commercial","Storage & Warehousing","Warehouse, Storage","54,474","N/A","1","2","C30","618",61,61,68
"R059792014","84143","1101722","[46.165982,-120.133155]","6560 BUSWELL ST  ","V6Y 2G7","6560 BUSWELL ST @","1972","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","53,972","ELEC BBOARD","3","2","R63","582",83,25,65
"R059792063","35574","1102338","[46.165221,-120.133166]","6660 BUSWELL ST  ","V6Y 2G8","6660 BUSWELL ST @","1972","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","53,672","ELEC BBOARD","3","2","R63","583",36,107,34
"R033811019","66779","3506801","[46.194397,-120.085729]","12511 VULCAN WAY  ","V6V 1J7","12511 VULCAN WAY @","1975","Commercial","Storage & Warehousing","Warehouse, Storage","54,183","Space Heater","1","1","N/A","454",69,106,84
"R055430044","2388","24741426","[46.176368,-120.112821]","5500 NO 4 RD  ","V6X 3L5","5500 NO 4 RD","1987","Institutional","Government Buildings","Armory","57,407","Electric Wall","1","1","National Defense Building","585",97,87,133
"R044837111","111063","16919360","[46.13129,-120.096273]","11180 COPPERSMITH PL  ","V7A 5G8","11180 COPPERSMITH PL @","1990","Commercial","Commercial Strata-Lot","Strata Warehouse","54,073","Space Heater","2","1","N/A","603",59,103,41
"R074526002","59864","18517277","[46.140311,-120.127776]","8680 WILLIAMS RD  ","V7A 1G6","8680 WILLIAMS RD @","1985","Institutional","Recreational & Cultural Buildings","Community Center","52,981","N/A","2","1","South Arm Community Centre","587",39,70,36
"R059760101","35330","1699148","[46.1651955278334,-120.132512286948]","8291 PARK RD  ","V6Y 1T3","8291 PARK RD @","1978","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","53,608","FLR FURNACE","3","1","N/A","588",33,63,52
"R060020092","86087","1793896","[46.164176,-120.125622]","8900 CITATION DR  ","V6Y 3A3","8900 CITATION DR @","1980","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","53,587","HW GAS","3","2","R64","589",42,80,57
"R060020026","86086","1793152","[46.164743,-120.125708]","8640 CITATION DR  ","V6Y 3A3","8640 CITATION DR @","1980","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","50,334","HW GAS","3","2","R64","590",83,88,24
"R041354001","39525","3406385","[46.182274,-120.077155]","13231 DELF PL  ","V6V 2C3","13231 DELF PL @","1987","Commercial","Storage & Warehousing","Warehouse, Storage","53,949","Package Unit","1","1","N/A","591",99,27,82
"R097337050","28130","3474348","[46.149585,-120.183485]","3851 FRANCIS RD  ","V7C 1J5","3851 FRANCIS RD @","1969","Residential","Multi-Family (Apartment Block)","Apartment - Owner Pays Heat","54,278","Hot Water","3","2","R65 - Refer to Lat/Long","592",98,99,46
"R097337050","28130","3474348","[46.14861,-120.183844]","3851 FRANCIS RD  ","V7C 1J5","3851 FRANCIS RD @","1969","Residential","Multi-Family (Apartment Block)","Apartment - Owner Pays Heat","54,159","Hot Water","3","2","R65 - Refer to Lat/Long","593",47,71,56
"R059680017","35472","1240498","[46.1677318072048,-120.132870795028]","6380 BUSWELL ST  ","V6Y 2G2","6380 BUSWELL ST @","1970","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","53,156","FHA ELECT","3","1","N/A","594",105,31,93
"R089638046","23863","4886976","[46.1257414191144,-120.164257127849]","5411 MONCTON ST  ","V7E 0A8","5411 MONCTON ST @","2006","Residential","Seniors Independent & Assisted Living","Seniors Supportive Living","52,995","N/A","2","1","N/A","595",99,131,60
"R005283001","76909","23575476","[46.168293,-119.987553]","21331 GORDON WAY  ","V6W 1J9","21331 GORDON WAY @","1996","Commercial","Commercial Strata-Lot","Strata Warehouse","53,721","Space Heater","1","2","C13 - Refer to Lat/Long","178",133,87,104
"R059988033","35571","1540866","[46.166167,-120.125228]","8880 COOK RD  ","V6Y 2Y4","8880 COOK RD @","1977","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","52,897","HW GAS","3","2","R66","597",51,56,94
"R059970000","112685","1540203","[46.165365,-120.125958]","8751 CITATION DR  ","V6Y 2Y5","8751 CITATION DR @","1977","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","51,106","HW GAS","3","2","R66","598",74,47,69
"R044647000","86110","24758434","[46.13137,-120.098966]","11331 COPPERSMITH WAY  ","V7A 5E8","11331 COPPERSMITH WAY @","2002","Commercial","Office Building (Primary Use)","Office","53,681","Package Unit","3","1","N/A","607",62,56,54
"R034860070","1479","3643638","[46.198796,-120.060166]","2051 VICEROY PL  ","V6V 1Y9","2051 VICEROY PL @","1977","Commercial","Storage & Warehousing","Warehouse, Storage","53,222","Space Heater","1","1","N/A","465",31,75,72
"R041864001","107822","26408333","[46.17887,-120.069711]","13988 MAYCREST WAY  ","V6V 3C3","13988 MAYCREST WAY @","2005","Commercial","Commercial Strata-Lot","Strata Warehouse","52,940","N/A","2","1","N/A","604",84,53,52
"R032364005","138818","26215365","[46.134357,-120.063029]","14088 RIVERPORT WAY  ","V6W 0A7","14088 RIVERPORT WAY @","2011","Residential","Multi-Family (Apartment Block)","Strata Apartment - Frame","52,419","Electric","4","1","N/A","602",41,70,87
"R006891108","149639","28009959","[46.160097,-120.015204]","18371 BLUNDELL RD  ","V6W 1L8","18371 BLUNDELL RD @","2007","Commercial","Storage & Warehousing","Warehouse, Storage","52,827","Space Heater","1","1","N/A","596",99,96,25
"R015530058","86581","18501745","[46.171678,-120.066635]","5920 NO 6 RD  ","V6V 1Z1","5920 NO 6 RD","1982","Commercial","Commercial Strata-Lot","Strata Warehouse","52,792","Space Heater","1","1","N/A","606",71,64,88
"R005174000","59644","18315097","[46.166916,-119.99158]","6311 GRAYBAR RD  ","V6W 1H3","6311 GRAYBAR RD @","1973","Commercial","Industrial","Industrial Light Manufacturing","52,717","N/A","1","1","N/A","581",28,72,78
"R012716003","81305","24035394","[46.131028,-120.089762]","12051 RIVERSIDE WAY  ","V6W 1K7","12051 RIVERSIDE WAY @","2002","Commercial","Office Building (Primary Use)","Office","52,681","Package Unit","2","1","N/A","464",29,66,71
"R035055000","1492","10374159","[46.198619,-120.061426]","14551 BURROWS RD  ","V6V 1K9","14551 BURROWS RD @","1990","Commercial","Storage & Warehousing","Warehouse, Storage","52,515","Space Heater","1","1","N/A","586",94,73,61
"R051517001","35440","2173352","[46.1241,-120.100063]","12240 HORSESHOE WAY  ","V7A 4X9","12240 HORSESHOE WAY @","1982","Commercial","Commercial Strata-Lot","Strata Warehouse","52,001","Space Heater","2","1","N/A","599",133,54,48
"R064715001","36747","2294656","[46.1573325465743,-120.140978443498]","7671 MINORU BLVD  ","V6Y 1Z3","7671 MINORU BLVD @","1983","Residential","Stratified Rental Apartment (Frame Construction)","Strata Apartment - Frame","51,394","ELEC BBD-ZND","3","1","N/A","609",23,82,23
"R064713040","84200","2256762","[46.157922,-120.141601]","7531 MINORU BLVD  ","V6Y 1Z3","7531 MINORU BLVD @","1983","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","51,253","ELEC BBD-ZND","1","1","N/A","610",31,32,35
"R040173001","46139","12087297","[46.187057,-120.082642]","3771 JACOMBS RD  ","V6V 2L9","3771 JACOMBS RD @","1990","Commercial","Storage & Warehousing","Industrial Flex Building","51,920","Package Unit","2","3","C12 - Refer to Lat/Long","124",69,74,75
"R041901027","49517","15752259","[46.183976,-120.069776]","13988 CAMBIE RD  ","V6V 2K4","13988 CAMBIE RD @","1990","Commercial","Commercial Strata-Lot","Strata Warehouse","51,891","Space Heater","2","1","N/A","625",71,83,74
"R059218002","173098","29032083","[46.167383,-120.142374]","6391 MINORU BLVD  ","V6Y 1Y7","6391 MINORU BLVD @","N/A","Residential","Stratified Rental Apartment (Frame Construction)","Strata Apartment - Frame","91,617","N/A","4","2","R67","613",31,96,63
"R059218002","171538","29032083","[46.166766,-120.142551]","6399 MINORU BLVD  ","V6Y 1Y7","6399 MINORU BLVD @","N/A","Residential","Stratified Rental Apartment (Frame Construction)","Strata Apartment - Frame","90,770","N/A","4","2","R67","614",36,56,47
"R064092075","84181","803049","[46.162172,-120.12719]","8660 GRANVILLE AVE  ","V6Y 3H1","8660 GRANVILLE AVE @","1984","Residential","Stratified Rental Apartment (Frame Construction)","Strata Apartment - Frame","50,871","ELEC BBD-ZND","3","2","R67","615",91,67,29
"R064092023","84180","802336","[46.162186,-120.12642]","8700 GRANVILLE AVE  ","V6Y 3H2","8700 GRANVILLE AVE @","1984","Residential","Stratified Rental Apartment (Frame Construction)","Strata Apartment - Frame","50,871","ELEC BBD-ZND","3","2","R67","616",61,33,63
"R024941069","1018","4884850","[46.15088,-120.090231]","8580 NO 5 RD  ","V6Y 2V4","8580 NO 5 RD","2000","Commercial","Churches & Bible Schools","Church","51,599","N/A","2","1","N/A","620",46,45,96
"R005503000","77665","23628197","[46.169319,-119.968818]","22171 FRASERWOOD WAY  ","V6W 1J5","22171 FRASERWOOD WAY @","1995","Commercial","Storage & Warehousing","Warehouse, Storage","51,549","Package Unit","2","1","N/A","528",40,93,92
"R033872000","46187","11973811","[46.19423,-120.079663]","2611 VISCOUNT WAY  ","V6V 2G8","2611 VISCOUNT WAY @","1966","Commercial","Storage & Warehousing","Warehouse, Storage","51,265","Space Heater","2","1","N/A","358",53,93,98
"R039689001","80600","23475803","[46.187099,-120.070084]","3819 NO 6 RD  ","V6V 1P6","3819 NO 6 RD","1996","Commercial","Commercial Strata-Lot","Strata Warehouse","50,898","Package Unit","2","1","N/A","174",125,33,102
"R033852001","115919","5083184","[46.1957926046849,-120.072264294856]","2480 VIKING WAY  ","V6V 1N2","2480 VIKING WAY @","1967","Commercial","Storage & Warehousing","Warehouse, Storage","50,880","Package Unit","1","1","N/A","409",78,80,94
"R083300000","71668","3490807","[46.17837,-120.13823]","7971 ALDERBRIDGE WAY  ","V6X 2A4","7971 ALDERBRIDGE WAY @","N/A","Commercial","Storage & Warehousing","Warehouse, Storage","50,813","N/A","1","2","C3","37",90,56,40
"R072286091","14346","6719368","[46.147969,-120.137884]","7700 FRANCIS RD @","V6Y 1A2","7700 FRANCIS RD 118 V6Y 1A2","1973","Residential","Multi-Family (Apartment Block)","Apartment - Owner Pays Heat","52,428","Electric","3","1","N/A","623",97,57,109
"R094146001","35370","1824091","[46.163739,-120.160686]","5791 GRANVILLE AVE  ","V7C 1E8","5791 GRANVILLE AVE @","1980","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","50,021","HW GAS","3","1","N/A","624",37,90,91
"R039831999","67016","1718363","[46.1898357892507,-120.075265072352]","3531 VIKING WAY  ","V6V 1W1","3531 VIKING WAY @","1973","Commercial","Storage & Warehousing","Warehouse, Storage","50,776","Package Unit","1","1","N/A","640",69,27,31
"R005172016","59839","18490123","[46.16905,-119.991198]","21000 WESTMINSTER HWY  ","V6V 2S9","21000 WESTMINSTER HWY @","1993","Commercial","Commercial Strata-Lot","Strata Warehouse","50,474","Space Heater","2","1","N/A","608",36,44,72
"R056790015","84193","782858","[46.172505,-120.126976]","5471 ARCADIA RD  ","V6X 2H1","5471 ARCADIA RD @","1981","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","52,489","FLR FURNACE","3","1","N/A","627",68,75,61
"R064449000","42329","7849346","[46.162184,-120.14509]","7260 GRANVILLE AVE  ","V6Y 3R2","7260 GRANVILLE AVE @","1989","Residential","Multi-Family (Apartment Block)","Apartment - Tenant Pays Heat","52,836","Electric","3","1","N/A","628",97,46,47
"R064976050","84198","6878237","[46.157923,-120.138508]","7540 MINORU BLVD  ","V6Y 1Z5","7540 MINORU BLVD @","1987","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","50,238","ELEC BBD-ZND","3","2","R67","629",132,93,100
"R051516100","38590","1528548","[46.125675924289,-120.099538858]","12171 HORSESHOE WAY  ","V7A 4V4","12171 HORSESHOE WAY @","1985","Commercial","Storage & Warehousing","Warehouse, Storage","50,464","Package Unit","1","1","N/A","199",25,62,74
"R081281013","60676","18636543","[46.191371776238,-120.106632827602]","3051 AIREY DR  ","V6X 3X6","3051 AIREY DR @","1994","Residential","Strata-Lot Residence (Condominium)","Strata Apartment - Frame","53,099","ELEC BBD-ZND","3","1","N/A","631",102,81,105
"R005282101","77021","23551135","[46.168901,-119.98695]","21320 WESTMINSTER HWY  ","V6V 2X5","21320 WESTMINSTER HWY @","1996","Commercial","Commercial Strata-Lot","Strata Warehouse","50,350","Space Heater","2","1","N/A","605",28,54,87
"R091126004","83308","24216437","[46.171037,-120.182385]","3671 WESTMINSTER HWY  ","V7C 5V2","3671 WESTMINSTER HWY @","1999","Residential","Shopping Centre (Neighbourhood)","Neighbourhood Shopping Centre","50,166","Package Unit","1","1","N/A","633",44,55,76
"R082317000","88566","12337633","[46.187969676448,-120.132348371091]","3500 NO 3 RD  ","V6X 2C1","3500 NO 3 RD","1989","Commercial","Storage & Warehousing","Discount Store","50,166","Complete HVAC","1","1","Canadian Tire","337",38,59,106
"R080622000","19695","4107292","[46.186851,-120.098642]","11331 MELLIS DR  ","V6X 1L8","11331 MELLIS DR @","1982","Residential","Seniors Licensed Care","Convalescent Hospital","51,305","Hot Water","3","1","N/A","635",75,25,121
"R044893001","2030","1352407","[46.127175,-120.094987]","11720 HORSESHOE WAY  ","V7A 4V5","11720 HORSESHOE WAY @","1979","Commercial","Storage & Warehousing","Warehouse, Storage","50,163","Space Heater","2","1","N/A","499",81,71,47
"R041542006","56190","17845211","[46.183862,-120.079479]","13091 VANIER PL  ","V6V 2J1","13091 VANIER PL @","1999","Commercial","Office Building (Primary Use)","Office","50,102","Package Unit","3","1","N/A","622",44,75,23
"R084142020","80856","23946857","[46.183289,-120.126541]","8700 MCKIM WAY  ","V6X 4A5","8700 MCKIM WAY @","1997","Commercial","Commercial Strata-Lot","Strata General Commercial","50,087","Package Unit","3","1","N/A","626",93,81,76
"R005282009","112602","16460251","[46.165156,-119.991338]","6753 GRAYBAR RD  ","V6W 1H3","6753 GRAYBAR RD @","1990","Commercial","Commercial Strata-Lot","Strata Warehouse","50,052","Space Heater","2","2","C20","416",59,86,102
"R040173001","46139","12087297","[46.186708,-120.082658]","3771 JACOMBS RD  ","V6V 2L9","3771 JACOMBS RD @","1990","Commercial","Storage & Warehousing","Industrial Flex Building","50,020","Package Unit","2","3","C12 - Refer to Lat/Long","125",95,38,107
